tb	2	1
bos	2	2
nyy	1	2
tor	1	2
bal	1	3
min	3	0
cle	2	1
kc	2	2
cws	1	2
det	1	2
ana	4	1
sea	2	1
oak	2	3
tex	1	3
nym	4	0
atl	3	1
fla	2	2
phi	1	3
was	1	4
cin	3	1
pit	3	1
chc	2	2
mil	2	2
stl	1	3
hou	0	4
col	3	1
ari	3	2
la	2	2
sd	2	2
sf	1	3
