nyy	1	0
tor	1	0
bal	0	1
bos	0	1
tb	0	1
cle	1	0
kc	1	0
min	1	0
cws	0	1
det	0	1
ana	1	0
sea	1	0
oak	0	1
tex	0	1
atl	1	0
fla	1	0
nym	1	0
phi	0	1
was	0	1
cin	1	0
mil	1	0
pit	1	0
chc	0	1
hou	0	1
stl	0	1
ari	1	0
sd	0	0
sf	0	0
col	0	1
la	0	1
