nyy	2	2
tb	2	2
tor	2	2
bos	2	3
bal	1	4
min	3	1
cle	2	1
cws	2	2
det	2	2
kc	2	3
ana	5	1
sea	2	1
tex	2	3
oak	2	4
atl	4	1
nym	4	1
fla	3	2
phi	1	4
was	1	5
cin	4	1
chc	3	2
pit	3	2
mil	2	3
hou	1	4
stl	1	4
ari	4	2
col	3	2
la	3	2
sd	3	2
sf	1	4
