nyy	1	0
bos	1	1
tor	1	1
tb	0	1
bal	0	3
min	3	0
cle	2	0
det	1	1
kc	1	1
cws	0	2
ana	3	0
sea	2	1
oak	1	2
tex	0	3
nym	3	0
atl	2	0
fla	2	1
was	1	2
phi	0	2
pit	3	0
mil	2	1
chc	1	1
cin	1	1
hou	0	3
stl	0	3
sd	2	0
col	2	1
ari	1	2
la	1	2
sf	0	2
