bos	2	1
nyy	1	1
tb	1	1
tor	1	1
bal	0	3
min	3	0
cle	2	1
det	1	1
cws	1	2
kc	1	2
ana	3	1
sea	2	1
oak	2	2
tex	0	3
atl	3	0
nym	3	0
fla	2	1
was	1	3
phi	0	3
pit	3	0
cin	2	1
mil	2	1
chc	1	2
hou	0	3
stl	0	3
col	2	1
sd	2	1
ari	2	2
la	1	2
sf	1	2
