tor	4	2
bos	3	3
nyy	3	3
bal	3	4
tb	2	4
min	4	2
cle	2	1
cws	3	3
det	3	3
kc	2	5
ana	5	2
sea	2	1
tex	3	4
oak	3	5
atl	5	1
fla	5	2
nym	5	2
phi	1	6
was	1	6
cin	4	3
pit	4	3
chc	3	4
mil	3	4
stl	3	4
hou	2	5
ari	6	2
sd	5	2
col	4	3
la	4	3
sf	1	6
